channel_id,baseline,rms
132,14933.4,2.89793
133,14881.1,2.01582
134,15020.4,1.83676
135,15097.3,1.15137
136,15070.7,0.611573
137,15034.3,3.88075
138,15052.7,0.61439
139,15006.8,0.817732
140,15201.3,2.55766
141,15129.3,3.69833
142,15160.9,2.25956
143,15012.8,2.66855
144,14961.7,2.95507
145,14891.7,2.41905
146,14916.7,3.25153
147,15012,3.6703
148,15004.5,2.22247
149,15111.4,3.02155
150,15039.2,1.8381
151,15044,2.7164
152,15009.3,1.62004
153,15150.1,1.83897
154,15007.6,2.57825
155,15190.9,3.74573
156,15207.5,4.0465
157,15071.3,4.24648
158,15012.8,2.09293
159,15038.7,3.66309
160,15001.2,1.41537
161,14933.5,0.507064
162,14937.6,0.845951
163,15083.5,2.74702
164,15000.1,0.919569
165,15074.9,1.12736
166,15136.9,1.82861
167,15098.1,157268
168,15098.3,2.72491
169,15026.1,3.12145
170,15019.3,2.03356
171,14854.3,0.582919
172,14987,2.28524
173,14978.8,1.70104
174,14901.4,2.23343
175,14855.3,3.11188
176,15101.7,1.02838
177,14933.5,4.0737
178,14958.7,355.521
179,14788,2.19969
180,14941.9,3.31952
181,14943.2,1.12945
182,15095.7,3.64342
183,15147.9,3.76131
184,14931.7,422.514
185,15019.7,2.18276
186,15078,2.36206
187,15012.3,1.33034
188,15138.3,3.22446
189,14988.6,97.5619
190,15114.2,0.538966
191,15014.6,3.05334
192,14972.8,2.43056
193,15143.2,2.70726
194,14925.3,2.95084
195,14924.9,3.42396
196,15037,2.32014
197,14923.3,1.59513
198,14978.7,7.6665
199,14980.1,2.81015
200,14979.2,10.5339
201,14919.5,2.67386
202,15004.1,1.29674
203,14959.8,1.73866
204,15038.2,1.08346
205,15071.6,3.00027
206,14997.1,2.61502
207,14916.1,2.52639
208,15176,1.4291
209,15010.3,2.14705
210,14860.5,2.20814
211,14997,1.63438
212,14914.6,1.45973
213,14901.8,2.13798
214,15158.3,0.696478
215,14966.3,1.03373
216,14872.5,3.55899
217,15166.4,5.20741
218,14924.1,2.27043
219,15045.7,0.976294
220,14960.4,1607.94
221,14846.7,2.4376
222,15054.7,2.09663
223,15037.3,2.74089
224,14979.2,1203.18
225,14945.2,0.883917
226,14899,0.773713
227,15070.1,2.34102
228,15005.8,3.11794
229,14954.9,2.37018
230,14963.3,0.944802
231,14900.9,1.72367
232,15026.2,0.868492
233,15150,2.81622
234,14941.2,1.61969
235,14979.6,3.08826
236,14909.5,2.02862
237,14954.5,3.23852
238,14912.1,2.24736
239,14802.8,4.01961
240,14925.8,2.21556
241,14863.5,2.98991
242,15031.5,4.03729
243,14937.6,2.08438
244,14963,5.06023
245,14953.2,2.28032
246,15064.2,2.30408
247,14984.6,3.20677
248,14923,1.00758
249,14929.6,2.14698
250,14868.3,0.892838
251,14883.2,2.01429
252,14928.5,2.43563
253,14796.3,3.11169
254,15022.3,2.99693
255,15050.9,3.56033
256,14855.8,4.26285
257,14963.3,3.37895
258,14915.2,4.89274
259,14913.9,2.78184
260,15062.8,1.78109
261,15035.4,9.9441
262,15068.7,1.7502
263,14914.8,3.6802
264,14975.8,3.8304
265,15047.9,0.851867
266,14964.3,1.97502
267,15052.4,2.96309
268,14953.7,2.16027
269,14995,4.03885
270,14900,2.55839
271,14857.1,0.664885
272,14952.7,0.880457
273,15017.8,3.45102
274,15046.2,2.47215
275,14990.9,0.646047
276,14891.2,1.70949
277,14889,0.750465
278,14925.4,2.03099
279,14948.4,0.925123
280,15039.1,1.94375
281,15054.3,23.4982
282,14867.3,2.30422
283,14987.1,2.20367
284,14996.2,2.09662
285,14895.6,2.74513
286,15045.8,3.40388
287,14802.9,3.54066
288,14955,0.549294
289,14979.8,154298
290,14983.5,3.15122
291,14830.7,2.44957
292,14991.4,1.20568
293,14941.9,1.89246
294,14970.7,1.79452
295,15004.9,1.80309
296,15073.3,178.87
297,14938,2.0867
298,15004.4,8.01108
299,15116.8,1.09613
300,14914.6,4.07176
301,14899.3,5.07422
302,15243.4,3.10129
303,15128,225.69
304,14901.2,1.60822
305,14934.2,1.18555
306,15163.7,0.599455
307,15113.1,3.21011
308,15123.6,0.865021
309,15017.8,1.91585
310,14957.1,0.688504
311,14953.6,301.868
312,14782.8,0.618151
313,14904,2.32487
314,15154.1,0.890287
315,15132.1,3.58345
316,15156.7,0.766558
317,14971.5,3.0213
318,15253.2,0.783867
319,15060.4,2.62314
320,14970,0.787133
321,14911.1,1.02746
322,15096.5,0.590792
323,15010.1,0.835857
324,14979.3,2.93329
325,14903.2,1.00659
326,14901.4,2.21369
327,14997.3,3.05692
328,14989,2.68509
329,15056.2,2.38692
330,14915.7,2.98136
331,15020.5,2.75116
332,15136.5,3.10771
333,14986.7,5.63163
334,15051.8,2.12525
335,14976.3,0.854663
336,15087.5,0.670052
337,15127,2.57621
338,15066,1.9823
339,14991.9,2.65824
340,15035.1,0.801983
341,14912.3,0.922104
342,15127.3,0.581879
343,15137.9,2.63604
344,14989.2,1.57329
345,15036.1,2.45265
346,14990.4,1.77077
347,14992.8,2.31193
348,14949.9,1.65152
349,15063.5,2.5529
350,14891,0.456762
351,14901.7,0.592631
352,15033.3,2.75095
353,14989.3,2.55887
354,14819.2,11.1123
355,14980.8,3.6754
356,15104.9,6.22489
357,14870.1,2.56279
358,15015.7,0.658399
359,14911.1,2.5631
